Geneid	gene_name	AS-520233-LR-53525Aligned.sortedByCoord.out.bam	AS-520225-LR-53523Aligned.sortedByCoord.out.bam	AS-520224-LR-53523Aligned.sortedByCoord.out.bam	AS-520228-LR-53524Aligned.sortedByCoord.out.bam	AS-520218-LR-52931Aligned.sortedByCoord.out.bam	AS-520229-LR-53524Aligned.sortedByCoord.out.bam	AS-520226-LR-53524Aligned.sortedByCoord.out.bam	AS-520220-LR-52931Aligned.sortedByCoord.out.bam	AS-520230-LR-53525Aligned.sortedByCoord.out.bam	AS-520222-LR-53523Aligned.sortedByCoord.out.bam	AS-520223-LR-53523Aligned.sortedByCoord.out.bam	AS-520221-LR-52931Aligned.sortedByCoord.out.bam	AS-520232-LR-53525Aligned.sortedByCoord.out.bam	AS-520219-LR-52931Aligned.sortedByCoord.out.bam	AS-520227-LR-53524Aligned.sortedByCoord.out.bam	AS-520231-LR-53525Aligned.sortedByCoord.out.bam
ENSG00000224830	OR2X1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279263	OR2L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187080	OR2AK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237492	OR2L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224227	OR2L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199442	AC099570.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232215	OR2L6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197454	OR2L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200085	AC099570.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203663	OR2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200982	AC099570.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198128	OR2L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197067	OR2T32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196071	OR2L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177233	OR2M1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162727	OR2M5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198601	OR2M2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228198	OR2M3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171180	OR2M4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000177212	OR2T33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177201	OR2T12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177186	OR2M7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177174	OR14C36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196944	OR2T4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198104	OR2T6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175143	OR2T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227152	OR2T7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196240	OR2T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196539	OR2T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229255	AC138089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203661	OR2T5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271934	OR2AS2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188558	OR2G6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224521	AC098483.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227102	OR2AS1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182783	OR2T29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183310	OR2T34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184022	OR2T10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201602	AC098483.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271701	AC098483.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279301	OR2T11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177151	OR2T35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187701	OR2T27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286015	CR589904.2	1	0	1	1	0	0	0	0	1	0	3	2	0	2	1	0
ENSG00000189181	OR14I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229703	LYPD9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276520	CR589904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242529	AHCYP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259823	LYPD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229663	DPY19L4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175137	SH3BP5L	1851	1997	2382	3889	3042	2231	2932	5613	5558	5384	8541	3774	2680	2365	2606	8584
ENSG00000264500	MIR3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171161	ZNF672	1076	1217	1417	1870	1622	1443	1623	2426	3286	3092	3844	2443	1531	2189	2101	3584
ENSG00000171163	ZNF692	213	220	216	291	233	369	264	443	656	563	807	581	328	338	349	817
ENSG00000227237	AL672291.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185220	PGBD2	108	95	170	156	221	284	228	254	437	391	390	377	166	270	294	320
ENSG00000200495	RNU6-1205P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233084	RPL23AP25	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1
ENSG00000184731	FAM110C	280	343	620	747	843	764	920	1023	1560	1528	1841	1038	614	1084	1143	1725
ENSG00000227061	AC079779.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	SH3YL1	1518	1675	2390	3436	2784	3075	2929	5051	6000	5752	9529	4042	2425	1842	2286	9516
ENSG00000143727	ACP1	3166	3602	4990	6054	4723	4235	4723	9002	8049	7535	12886	5663	5344	2844	3359	12860
ENSG00000189292	ALKAL2	0	1	0	1	0	0	0	0	3	1	0	0	1	0	0	0
ENSG00000228643	AC079779.2	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	2
ENSG00000235779	AC079779.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277997	AC079779.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233684	LINC01865	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236856	AC105393.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226277	AC105393.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223985	LINC01874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284452	AC093326.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225942	LINC01875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233633	AC093326.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151353	TMEM18	479	498	655	740	951	781	898	1111	1483	1376	1890	1119	698	564	621	1997
ENSG00000233296	TMEM18-DT	2	0	1	4	1	0	1	3	12	4	17	4	1	4	7	6
ENSG00000280360	AC092159.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000233970	AC092159.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227713	AC092159.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272342	AC116609.3	0	0	0	4	1	1	0	2	1	0	0	1	0	0	0	3
ENSG00000231173	AC116609.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223751	AC116609.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237667	LINC01115	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000228799	LINC01939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234796	AC113607.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235688	SNTG2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172554	SNTG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235403	AC114808.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236665	AC114808.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233553	AC108462.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231482	AC105450.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115705	TPO	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228613	AC141930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283766	AC141930.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203635	AC144450.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130508	PXDN	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	5
ENSG00000186487	MYT1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284600	AC093390.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232057	AC093390.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225619	MYT1L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234929	AC018685.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287583	AC018685.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237720	AC011995.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227364	AC018685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228391	AC011995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234423	LINC01250	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000236760	AC019118.2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
ENSG00000226649	AC019118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000032389	EIPR1	1811	1963	2226	1931	2037	1676	1927	2688	3781	3571	4986	2668	2506	1805	2042	5068
ENSG00000224885	EIPR1-IT1	0	4	1	0	2	0	0	0	3	1	4	0	1	1	1	2
ENSG00000171853	TRAPPC12	1003	1194	1478	819	1406	1204	1439	1091	2479	2379	2861	1985	1582	1447	1521	2883
ENSG00000225234	TRAPPC12-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000271868	AC114810.1	0	0	1	1	2	2	0	3	1	7	7	4	0	0	2	8
ENSG00000182551	ADI1	1508	1653	2166	2357	2174	2175	2289	3268	3114	3047	5203	3202	2250	1397	1613	5217
ENSG00000235078	AC231981.1	6	5	13	10	5	11	4	9	23	21	24	11	3	5	5	30
ENSG00000242282	AC108488.1	1	0	0	1	1	0	0	3	1	0	1	0	0	0	2	1
ENSG00000286905	AC108488.2	2	0	2	7	5	4	0	11	11	2	6	3	3	1	2	4
ENSG00000171865	RNASEH1	674	773	1556	691	879	1057	938	982	1859	1862	2227	1347	1545	993	1153	2201
ENSG00000234171	RNASEH1-AS1	512	542	640	730	597	528	540	971	1267	1322	1949	868	798	441	473	1907
ENSG00000287126	AC108488.3	64	88	140	372	183	162	170	619	460	449	1016	223	131	128	163	1017
ENSG00000171863	RPS7	2089	2444	2968	5004	2993	2786	3125	7481	7260	6365	10488	4428	2453	2702	3097	10423
ENSG00000118004	COLEC11	1	0	0	0	0	0	0	3	1	0	0	0	0	1	1	1
ENSG00000237370	AC010907.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188765	TMSB4XP2	2	1	0	1	2	1	5	5	6	0	5	7	2	8	2	4
ENSG00000151360	ALLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232718	GAPDHP48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224661	AC010907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214866	DCDC2C	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000237401	LINC01304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229550	AC012445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231821	NPM1P48	1	0	0	0	3	0	2	6	2	1	1	2	1	1	0	2
ENSG00000231532	LINC01249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252238	AC092169.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207192	RNU6-649P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228585	AC073143.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232835	AC107057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224128	LINC01248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230090	AC108025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176887	SOX11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242540	AC010729.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236106	AC010729.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237266	LINC01810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232044	SILC1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000276733	MIR7158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234275	AC017053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227007	LINC01247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226488	LINC01824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231610	PIK3CDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236172	MIR7515HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286851	AC097517.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000283394	MIR7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205837	LINC00487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225964	NRIR	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2
ENSG00000134326	CMPK2	47	61	98	66	119	171	126	102	329	294	268	301	113	133	171	259
ENSG00000134321	RSAD2	37	29	40	185	97	59	89	295	356	345	470	93	30	112	147	437
ENSG00000271947	AC017076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228203	RNF144A-AS1	0	0	0	0	1	0	1	2	0	0	5	1	1	0	0	1
ENSG00000151692	RNF144A	270	278	798	1649	848	1408	820	2467	1933	2043	3257	1950	817	775	902	3368
ENSG00000223884	AC068481.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223145	RN7SKP112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272002	AC010904.2	2	0	1	0	3	2	1	0	1	5	1	3	2	0	3	0
ENSG00000213774	AC010904.1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1
ENSG00000229727	AC013460.1	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	1
ENSG00000221255	RNU6ATAC37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287119	AC092580.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230515	AC092580.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235576	LINC01871	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232979	AC092580.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229405	AC092580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226506	AC007463.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235665	LINC00298	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000286857	AC007463.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236790	LINC00299	2	5	5	7	4	5	6	20	25	19	57	14	0	11	15	42
ENSG00000229740	U91324.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236008	LINC01814	32	33	66	39	128	133	129	68	254	238	265	186	77	104	119	254
ENSG00000285591	AC092617.1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
ENSG00000231083	AC011747.1	1	6	9	4	17	24	21	12	10	21	26	25	9	11	11	23
ENSG00000225642	SNRPEP5	1	1	0	0	0	0	0	2	5	1	2	1	1	0	1	2
ENSG00000235092	ID2-AS1	111	97	194	128	397	325	367	165	478	452	601	495	219	214	271	618
ENSG00000115738	ID2	1557	1742	2415	1569	3786	5187	3609	2381	3680	3588	4487	7265	2534	2019	2152	4554
ENSG00000134313	KIDINS220	1001	1036	3353	5016	3125	3736	3114	8061	6074	5571	10465	5272	3384	1965	2532	10376
ENSG00000143797	MBOAT2	815	832	1600	1674	1318	1616	1486	2356	2062	2141	3342	2035	1510	1153	1489	3270
ENSG00000230886	HMGB1P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223640	RPL30P3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000242136	AC093904.2	1	10	14	7	9	13	10	9	7	13	15	23	10	5	10	32
ENSG00000261104	AC093904.4	22	29	41	38	33	31	31	56	45	40	86	33	51	34	21	77
ENSG00000244310	AC093904.3	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000240980	AC093904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151693	ASAP2	1683	1699	4181	7374	3779	4418	3759	10855	9928	9199	16264	6476	4015	4684	5602	16292
ENSG00000213772	EIF1P7	0	1	1	2	0	1	0	2	1	0	2	0	0	0	0	3
ENSG00000119185	ITGB1BP1	1719	1945	2610	2167	2143	2276	2146	3024	3774	3642	5431	3180	2692	1569	1828	5423
ENSG00000119203	CPSF3	2679	2840	3890	3329	2864	3287	3189	4973	6155	5903	8106	4429	3874	2445	2923	8058
ENSG00000134330	IAH1	541	573	704	2259	949	872	938	3201	2171	2115	4388	1215	729	780	922	4333
ENSG00000151694	ADAM17	1475	1614	3183	2924	2782	3094	2684	4537	5462	5189	7885	4054	3027	2535	3147	7561
ENSG00000239300	AC080162.1	1	0	1	2	0	0	0	3	1	4	6	1	1	3	3	2
ENSG00000271855	AC073195.2	8	9	8	13	7	10	7	14	14	13	17	16	11	5	4	26
ENSG00000134308	YWHAQ	10314	11237	16495	15286	10839	12622	11213	20159	21119	21449	35030	17015	15797	7844	8985	33853
ENSG00000207086	AC073195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240687	AC082651.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000244260	AC082651.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200034	RNU4-73P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240960	AC082651.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243491	AC082651.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115750	TAF1B	276	329	628	444	370	541	493	696	1078	986	1341	680	528	487	604	1297
ENSG00000269973	AC010969.2	39	33	73	40	82	99	68	65	113	127	136	129	72	62	86	124
ENSG00000287305	AC010969.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000134317	GRHL1	245	316	539	539	294	347	263	773	885	786	1164	577	500	420	463	1207
ENSG00000188525	AC010969.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000260476	AC104794.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260077	AC104794.3	16	11	33	32	24	19	20	67	68	69	184	33	20	20	22	209
ENSG00000172059	KLF11	276	332	686	554	390	370	377	794	1409	1220	1609	525	616	586	672	1698
ENSG00000271787	AC104794.5	3	0	4	5	19	10	12	4	10	12	10	20	7	11	11	20
ENSG00000205795	CYS1	572	645	961	1560	2204	1768	2285	2334	1750	1708	3447	2808	1041	1401	1541	3422
ENSG00000233502	AC104794.2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2
ENSG00000212558	AC104794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171848	RRM2	6091	6856	10341	1774	7225	9313	7479	2653	10134	9815	4552	12893	10534	6185	7207	4334
ENSG00000206647	AC007240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265418	MIR4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264030	RN7SL66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285872	AC007240.3	12	7	10	22	22	18	23	38	48	55	113	36	15	8	16	104
ENSG00000206898	AC007240.2	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0
ENSG00000115756	HPCAL1	1510	1587	2085	6675	2685	1040	2673	9442	4646	4436	9066	1673	2083	2138	2006	9200
ENSG00000115758	ODC1	12162	13502	16838	21067	8471	10398	8683	30762	26789	24873	37109	14694	16429	10141	12380	37176
ENSG00000206633	SNORA80B	0	1	1	3	2	1	0	1	3	1	3	0	0	4	3	4
ENSG00000257135	ODC1-DT	44	54	56	366	58	79	56	519	322	237	634	99	66	82	85	653
ENSG00000115761	NOL10	1732	2091	3122	1592	1971	2170	2084	2538	4616	4404	5330	2846	2908	1841	2326	5408
ENSG00000234818	AC007314.1	2	2	1	3	2	2	1	0	9	4	2	2	1	1	0	5
ENSG00000243819	RN7SL832P	8	5	13	8	4	10	8	20	31	39	46	13	8	13	19	45
ENSG00000277446	AC092687.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236162	AC092687.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143882	ATP6V1C2	1	2	7	3	7	4	8	8	4	11	13	4	4	7	0	18
ENSG00000239053	RNU7-138P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272275	AC092687.3	8	3	17	9	7	12	12	13	14	13	22	18	13	13	12	22
ENSG00000143870	PDIA6	20547	22303	32019	28100	28777	25727	29806	42234	47784	45659	64233	36418	31628	21080	25052	64096
ENSG00000238962	RNU7-176P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271952	LINC01954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232056	AC092687.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000270488	AC079587.1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000162975	KCNF1	0	0	1	4	0	0	0	2	1	0	6	0	0	0	0	1
ENSG00000226080	RPL6P4	0	1	2	2	4	0	0	2	1	3	6	0	6	0	5	5
ENSG00000145063	AC062028.1	0	0	1	0	4	1	1	2	1	1	5	2	2	0	0	5
ENSG00000150873	C2orf50	6	5	4	18	9	8	16	24	25	11	27	7	4	3	10	38
ENSG00000162976	SLC66A3	322	395	537	584	614	772	620	803	1074	957	1341	1023	509	473	613	1351
ENSG00000134318	ROCK2	719	768	2664	2524	1613	2335	1612	3772	4447	4052	5685	3184	2392	1955	2506	5413
ENSG00000207267	RNU6-1081P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230154	AIDAP1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000226961	PPIAP60	5	1	1	6	1	5	5	1	4	1	3	1	3	2	5	7
ENSG00000230952	AC099344.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231403	AC099344.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224177	LINC00570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000285569	AC099344.3	2	1	7	4	6	7	1	2	6	5	10	5	2	5	7	8
ENSG00000169016	E2F6	298	348	585	412	328	391	377	572	1006	911	1092	617	638	434	529	1117
ENSG00000196208	GREB1	29	30	51	35	48	41	38	85	111	74	128	72	56	34	46	100
ENSG00000201610	RNA5SP84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264010	MIR4429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251718	RNU2-13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285626	AC011994.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202248	RNA5SP85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239899	RN7SL674P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000169006	NTSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230044	AC110754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276411	AC106875.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134324	LPIN1	1325	1407	3449	8164	4527	4512	4315	12211	7696	6915	10246	6531	3430	3753	4453	10206
ENSG00000228496	AC106875.1	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0
ENSG00000203643	AC012456.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230790	AC012456.2	4	2	6	1	7	1	3	5	10	10	3	2	5	4	6	8
ENSG00000265056	MIR548S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224184	MIR3681HG	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0
ENSG00000265172	MIR4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238503	AC013471.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264089	MIR3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207183	RNU6-843P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223360	AC096559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286427	AC009486.2	5	0	0	7	3	2	1	7	11	16	23	4	5	1	3	20
