Geneid	gene_name
ENSG00000110697	PITPNM1
ENSG00000110700	RPS13
ENSG00000110711	AIP
ENSG00000110713	NUP98
ENSG00000110717	NDUFS8
ENSG00000110719	TCIRG1
ENSG00000110721	CHKA
ENSG00000110723	EXPH5
ENSG00000110756	HPS5
ENSG00000110768	GTF2H1
ENSG00000110801	PSMD9
ENSG00000110811	P3H3
ENSG00000110841	PPFIBP1
ENSG00000110844	PRPF40B
ENSG00000110851	PRDM4
ENSG00000110852	CLEC2B
ENSG00000110871	COQ5
ENSG00000110876	SELPLG
ENSG00000110880	CORO1C
ENSG00000110881	ASIC1
ENSG00000110888	CAPRIN2
ENSG00000110906	KCTD10
ENSG00000110911	SLC11A2
ENSG00000110917	MLEC
ENSG00000110921	MVK
ENSG00000110925	CSRNP2
ENSG00000110931	CAMKK2
ENSG00000110944	IL23A
ENSG00000110955	ATP5F1B
ENSG00000110958	PTGES3
ENSG00000110987	BCL7A
ENSG00000111011	RSRC2
ENSG00000111012	CYP27B1
ENSG00000111052	LIN7A
ENSG00000111057	KRT18
ENSG00000111058	ACSS3
ENSG00000111077	TNS2
ENSG00000111087	GLI1
ENSG00000111110	PPM1H
ENSG00000111142	METAP2
ENSG00000111144	LTA4H
ENSG00000111145	ELK3
ENSG00000111181	SLC6A12
ENSG00000111186	WNT5B
ENSG00000111196	MAGOHB
ENSG00000111203	ITFG2
ENSG00000111206	FOXM1
ENSG00000111224	PARP11
ENSG00000111229	ARPC3
ENSG00000111231	GPN3
ENSG00000111237	VPS29
ENSG00000111247	RAD51AP1
ENSG00000111252	SH2B3
ENSG00000111254	AKAP3
ENSG00000111261	MANSC1
ENSG00000111266	DUSP16
ENSG00000111269	CREBL2
ENSG00000111271	ACAD10
ENSG00000111275	ALDH2
ENSG00000111276	CDKN1B
ENSG00000111300	NAA25
ENSG00000111319	SCNN1A
ENSG00000111321	LTBR
ENSG00000111325	OGFOD2
ENSG00000111328	CDK2AP1
ENSG00000111331	OAS3
ENSG00000111344	RASAL1
ENSG00000111348	ARHGDIB
ENSG00000111358	GTF2H3
ENSG00000111361	EIF2B1
ENSG00000111364	DDX55
ENSG00000111371	SLC38A1
ENSG00000111412	C12orf49
ENSG00000111424	VDR
ENSG00000111445	RFC5
ENSG00000111450	STX2
ENSG00000111452	ADGRD1
ENSG00000111481	COPZ1
ENSG00000111490	TBC1D30
ENSG00000111530	CAND1
ENSG00000111540	RAB5B
ENSG00000111554	MDM1
ENSG00000111581	NUP107
ENSG00000111596	CNOT2
ENSG00000111602	TIMELESS
ENSG00000111605	CPSF6
ENSG00000111615	KRR1
ENSG00000111639	MRPL51
ENSG00000111640	GAPDH
ENSG00000111641	NOP2
ENSG00000111642	CHD4
ENSG00000111647	UHRF1BP1L
ENSG00000111652	COPS7A
ENSG00000111653	ING4
ENSG00000111664	GNB3
ENSG00000111665	CDCA3
ENSG00000111666	CHPT1
ENSG00000111667	USP5
ENSG00000111669	TPI1
ENSG00000111670	GNPTAB
ENSG00000111671	SPSB2
ENSG00000111674	ENO2
ENSG00000111676	ATN1
ENSG00000111678	C12orf57
ENSG00000111679	PTPN6
ENSG00000111684	LPCAT3
ENSG00000111696	NT5DC3
ENSG00000111700	SLCO1B3
ENSG00000111707	SUDS3
ENSG00000111711	GOLT1B
ENSG00000111716	LDHB
ENSG00000111725	PRKAB1
ENSG00000111726	CMAS
ENSG00000111727	HCFC2
ENSG00000111728	ST8SIA1
ENSG00000111731	C2CD5
ENSG00000111737	RAB35
ENSG00000111752	PHC1
ENSG00000111775	COX6A1
ENSG00000111785	RIC8B
ENSG00000111786	SRSF9
ENSG00000111788	AC009533.1
ENSG00000111790	FGFR1OP2
ENSG00000111799	COL12A1
ENSG00000111801	BTN3A3
ENSG00000111802	TDP2
ENSG00000111816	FRK
ENSG00000111817	DSE
ENSG00000111832	RWDD1
ENSG00000111834	RSPH4A
ENSG00000111837	MAK
ENSG00000111843	TMEM14C
ENSG00000111845	PAK1IP1
ENSG00000111846	GCNT2
ENSG00000111850	SMIM8
ENSG00000111859	NEDD9
ENSG00000111860	CEP85L
ENSG00000111863	ADTRP
ENSG00000111875	ASF1A
ENSG00000111877	MCM9
ENSG00000111880	RNGTT
ENSG00000111897	SERINC1
ENSG00000111906	HDDC2
ENSG00000111907	TPD52L1
ENSG00000111911	HINT3
ENSG00000111912	NCOA7
ENSG00000111961	SASH1
ENSG00000111962	UST
ENSG00000111981	ULBP1
ENSG00000112029	FBXO5
ENSG00000112031	MTRF1L
ENSG00000112033	PPARD
ENSG00000112039	FANCE
ENSG00000112062	MAPK14
ENSG00000112078	KCTD20
ENSG00000112079	STK38
ENSG00000112081	SRSF3
ENSG00000112096	SOD2
ENSG00000112110	MRPL18
ENSG00000112118	MCM3
ENSG00000112130	RNF8
ENSG00000112139	MDGA1
ENSG00000112144	CILK1
ENSG00000112146	FBXO9
ENSG00000112149	CD83
ENSG00000112159	MDN1
ENSG00000112167	SAYSD1
ENSG00000112182	BACH2
ENSG00000112183	RBM24
ENSG00000112186	CAP2
ENSG00000112200	ZNF451
ENSG00000112208	BAG2
ENSG00000112210	RAB23
ENSG00000112218	GPR63
ENSG00000112234	FBXL4
ENSG00000112237	CCNC
ENSG00000112238	PRDM13
ENSG00000112242	E2F3
ENSG00000112245	PTP4A1
ENSG00000112249	ASCC3
ENSG00000112276	BVES
ENSG00000112282	MED23
ENSG00000112290	WASF1
ENSG00000112293	GPLD1
ENSG00000112294	ALDH5A1
ENSG00000112297	CRYBG1
ENSG00000112304	ACOT13
ENSG00000112305	SMAP1
ENSG00000112306	RPS12
ENSG00000112308	C6orf62
ENSG00000112312	GMNN
ENSG00000112319	EYA4
ENSG00000112320	SOBP
ENSG00000112335	SNX3
ENSG00000112339	HBS1L
ENSG00000112343	TRIM38
ENSG00000112357	PEX7
ENSG00000112365	ZBTB24
ENSG00000112367	FIG4
ENSG00000112378	PERP
ENSG00000112379	ARFGEF3
ENSG00000112394	SLC16A10
ENSG00000112406	HECA
ENSG00000112414	ADGRG6
ENSG00000112419	PHACTR2
ENSG00000112425	EPM2A
ENSG00000112473	SLC39A7
ENSG00000112511	PHF1
ENSG00000112514	CUTA
ENSG00000112531	QKI
ENSG00000112541	PDE10A
ENSG00000112561	TFEB
ENSG00000112576	CCND3
ENSG00000112578	BYSL
ENSG00000112584	FAM120B
ENSG00000112592	TBP
ENSG00000112599	GUCA1B
ENSG00000112624	BICRAL
ENSG00000112640	PPP2R5D
ENSG00000112651	MRPL2
ENSG00000112655	PTK7
ENSG00000112658	SRF
ENSG00000112659	CUL9
ENSG00000112667	DNPH1
ENSG00000112679	DUSP22
ENSG00000112685	EXOC2
ENSG00000112695	COX7A2
ENSG00000112697	TMEM30A
ENSG00000112699	GMDS
ENSG00000112701	SENP6
ENSG00000112715	VEGFA
ENSG00000112739	PRPF4B
ENSG00000112742	TTK
ENSG00000112759	SLC29A1
ENSG00000112763	BTN2A1
ENSG00000112769	LAMA4
ENSG00000112773	TENT5A
ENSG00000112787	FBRSL1
ENSG00000112812	PRSS16
ENSG00000112837	TBX18
ENSG00000112851	ERBIN
ENSG00000112852	PCDHB2
ENSG00000112855	HARS2
ENSG00000112874	NUDT12
ENSG00000112877	CEP72
ENSG00000112893	MAN2A1
ENSG00000112941	TENT4A
ENSG00000112972	HMGCS1
ENSG00000112977	DAP
ENSG00000112983	BRD8
ENSG00000112984	KIF20A
ENSG00000112992	NNT
ENSG00000112996	MRPS30
ENSG00000113013	HSPA9
ENSG00000113048	MRPS27
ENSG00000113068	PFDN1
ENSG00000113070	HBEGF
ENSG00000113083	LOX
ENSG00000113108	APBB3
ENSG00000113119	TMCO6
ENSG00000113140	SPARC
ENSG00000113141	IK
ENSG00000113161	HMGCR
ENSG00000113163	CERT1
ENSG00000113194	FAF2
ENSG00000113209	PCDHB5
ENSG00000113211	PCDHB6
ENSG00000113231	PDE8B
ENSG00000113240	CLK4
ENSG00000113249	HAVCR1
ENSG00000113269	RNF130
ENSG00000113272	THG1L
ENSG00000113273	ARSB
ENSG00000113282	CLINT1
ENSG00000113296	THBS4
ENSG00000113300	CNOT6
ENSG00000113312	TTC1
ENSG00000113318	MSH3
ENSG00000113319	RASGRF2
ENSG00000113328	CCNG1
ENSG00000113356	POLR3G
ENSG00000113360	DROSHA
ENSG00000113361	CDH6
ENSG00000113368	LMNB1
ENSG00000113369	ARRDC3
ENSG00000113384	GOLPH3
ENSG00000113387	SUB1
ENSG00000113389	NPR3
ENSG00000113391	FAM172A
ENSG00000113396	SLC27A6
ENSG00000113407	TARS1
ENSG00000113441	LNPEP
ENSG00000113448	PDE4D
ENSG00000113456	RAD1
ENSG00000113460	BRIX1
ENSG00000113504	SLC12A7
ENSG00000113522	RAD50
ENSG00000113532	ST8SIA4
ENSG00000113552	GNPDA1
ENSG00000113558	SKP1
ENSG00000113569	NUP155
ENSG00000113575	PPP2CA
ENSG00000113580	NR3C1
ENSG00000113583	C5orf15
ENSG00000113593	PPWD1
ENSG00000113594	LIFR
ENSG00000113595	TRIM23
ENSG00000113597	TRAPPC13
ENSG00000113615	SEC24A
ENSG00000113621	TXNDC15
ENSG00000113638	TTC33
ENSG00000113643	RARS1
ENSG00000113645	WWC1
ENSG00000113648	MACROH2A1
ENSG00000113649	TCERG1
ENSG00000113657	DPYSL3
ENSG00000113658	SMAD5
ENSG00000113712	CSNK1A1
ENSG00000113716	HMGXB3
ENSG00000113719	ERGIC1
ENSG00000113721	PDGFRB
ENSG00000113732	ATP6V0E1
ENSG00000113734	BNIP1
ENSG00000113739	STC2
ENSG00000113742	CPEB4
ENSG00000113749	HRH2
ENSG00000113758	DBN1
ENSG00000113761	ZNF346
ENSG00000113763	UNC5A
ENSG00000113790	EHHADH
ENSG00000113810	SMC4
ENSG00000113811	SELENOK
ENSG00000113812	ACTR8
ENSG00000113838	TBCCD1
ENSG00000113845	TIMMDC1
ENSG00000113851	CRBN
ENSG00000113916	BCL6
ENSG00000113924	HGD
ENSG00000113946	CLDN16
ENSG00000113966	ARL6
ENSG00000113971	NPHP3
ENSG00000114019	AMOTL2
ENSG00000114021	NIT2
ENSG00000114023	FAM162A
ENSG00000114026	OGG1
ENSG00000114030	KPNA1
ENSG00000114054	PCCB
ENSG00000114062	UBE3A
ENSG00000114098	ARMC8
ENSG00000114107	CEP70
ENSG00000114115	RBP1
ENSG00000114120	SLC25A36
ENSG00000114125	RNF7
ENSG00000114126	TFDP2
ENSG00000114127	XRN1
ENSG00000114166	KAT2B
ENSG00000114200	BCHE
ENSG00000114209	PDCD10
ENSG00000114251	WNT5A
ENSG00000114268	PFKFB4
ENSG00000114270	COL7A1
ENSG00000114279	FGF12
ENSG00000114302	PRKAR2A
ENSG00000114315	HES1
ENSG00000114316	USP4
ENSG00000114331	ACAP2
ENSG00000114346	ECT2
ENSG00000114353	GNAI2
ENSG00000114354	TFG
ENSG00000114374	USP9Y
ENSG00000114378	HYAL1
ENSG00000114383	TUSC2
ENSG00000114388	NPRL2
ENSG00000114391	RPL24
ENSG00000114395	CYB561D2
ENSG00000114405	C3orf14
ENSG00000114416	FXR1
ENSG00000114423	CBLB
ENSG00000114439	BBX
ENSG00000114446	IFT57
ENSG00000114450	GNB4
ENSG00000114473	IQCG
ENSG00000114480	GBE1
ENSG00000114491	UMPS
ENSG00000114503	NCBP2
ENSG00000114520	SNX4
ENSG00000114529	C3orf52
ENSG00000114541	FRMD4B
ENSG00000114544	SLC41A3
ENSG00000114554	PLXNA1
ENSG00000114573	ATP6V1A
ENSG00000114626	ABTB1
ENSG00000114631	PODXL2
ENSG00000114638	UPK1B
ENSG00000114646	CSPG5
ENSG00000114648	KLHL18
ENSG00000114650	SCAP
ENSG00000114670	NEK11
ENSG00000114686	MRPL3
ENSG00000114698	PLSCR4
ENSG00000114735	HEMK1
ENSG00000114737	CISH
ENSG00000114738	MAPKAPK3
ENSG00000114739	ACVR2B
ENSG00000114742	WDR48
ENSG00000114744	COMMD2
ENSG00000114745	GORASP1
ENSG00000114767	RRP9
ENSG00000114770	ABCC5
ENSG00000114771	AADAC
ENSG00000114779	ABHD14B
ENSG00000114784	EIF1B
ENSG00000114790	ARHGEF26
ENSG00000114796	KLHL24
ENSG00000114805	PLCH1
ENSG00000114812	VIPR1
ENSG00000114841	DNAH1
ENSG00000114850	SSR3
ENSG00000114853	ZBTB47
ENSG00000114854	TNNC1
ENSG00000114857	NKTR
ENSG00000114859	CLCN2
ENSG00000114861	FOXP1
ENSG00000114867	EIF4G1
ENSG00000114902	SPCS1
ENSG00000114904	NEK4
ENSG00000114923	SLC4A3
ENSG00000114933	INO80D
ENSG00000114942	EEF1B2
ENSG00000114948	ADAM23
ENSG00000114956	DGUOK
ENSG00000114978	MOB1A
ENSG00000114982	KANSL3
ENSG00000114988	LMAN2L
ENSG00000114993	RTKN
ENSG00000114999	TTL
ENSG00000115020	PIKFYVE
ENSG00000115041	KCNIP3
ENSG00000115042	FAHD2A
ENSG00000115053	NCL
ENSG00000115073	ACTR1B
ENSG00000115084	SLC35F5
ENSG00000115091	ACTR3
ENSG00000115107	STEAP3
ENSG00000115109	EPB41L5
ENSG00000115112	TFCP2L1
ENSG00000115128	SF3B6
ENSG00000115129	TP53I3
ENSG00000115137	DNAJC27
ENSG00000115145	STAM2
ENSG00000115159	GPD2
ENSG00000115163	CENPA
ENSG00000115165	CYTIP
ENSG00000115170	ACVR1
ENSG00000115183	TANC1
ENSG00000115194	SLC30A3
ENSG00000115204	MPV17
ENSG00000115207	GTF3C2
ENSG00000115211	EIF2B4
ENSG00000115216	NRBP1
ENSG00000115221	ITGB6
ENSG00000115226	FNDC4
ENSG00000115232	ITGA4
ENSG00000115233	PSMD14
ENSG00000115234	SNX17
ENSG00000115239	ASB3
ENSG00000115241	PPM1G
ENSG00000115252	PDE1A
ENSG00000115255	REEP6
ENSG00000115257	PCSK4
ENSG00000115266	APC2
ENSG00000115267	IFIH1
ENSG00000115268	RPS15
ENSG00000115271	GCA
ENSG00000115274	INO80B
ENSG00000115275	MOGS
ENSG00000115282	TTC31
ENSG00000115286	NDUFS7
ENSG00000115289	PCGF1
ENSG00000115290	GRB14
ENSG00000115295	CLIP4
ENSG00000115297	TLX2
ENSG00000115306	SPTBN1
ENSG00000115307	AUP1
ENSG00000115310	RTN4
ENSG00000115317	HTRA2
ENSG00000115318	LOXL3
ENSG00000115325	DOK1
ENSG00000115339	GALNT3
ENSG00000115350	POLE4
ENSG00000115353	TACR1
ENSG00000115355	CCDC88A
ENSG00000115361	ACADL
ENSG00000115363	EVA1A
ENSG00000115364	MRPL19
ENSG00000115365	LANCL1
ENSG00000115368	WDR75
ENSG00000115380	EFEMP1
ENSG00000115392	FANCL
ENSG00000115414	FN1
ENSG00000115415	STAT1
ENSG00000115419	GLS
ENSG00000115421	PAPOLG
ENSG00000115425	PECR
ENSG00000115446	UNC50
ENSG00000115457	IGFBP2
ENSG00000115459	ELMOD3
ENSG00000115464	USP34
ENSG00000115468	EFHD1
ENSG00000115484	CCT4
ENSG00000115486	GGCX
ENSG00000115504	EHBP1
ENSG00000115507	OTX1
ENSG00000115514	TXNDC9
ENSG00000115520	COQ10B
ENSG00000115524	SF3B1
ENSG00000115525	ST3GAL5
ENSG00000115526	CHST10
ENSG00000115539	PDCL3
ENSG00000115540	MOB4
ENSG00000115541	HSPE1
ENSG00000115548	KDM3A
ENSG00000115556	PLCD4
ENSG00000115561	CHMP3
ENSG00000115568	ZNF142
ENSG00000115590	IL1R2
ENSG00000115594	IL1R1
ENSG00000115602	IL1RL1
ENSG00000115604	IL18R1
ENSG00000115616	SLC9A2
ENSG00000115641	FHL2
ENSG00000115648	MLPH
ENSG00000115649	CNPPD1
ENSG00000115652	UXS1
ENSG00000115657	ABCB6
ENSG00000115661	STK16
ENSG00000115677	HDLBP
ENSG00000115685	PPP1R7
ENSG00000115687	PASK
ENSG00000115694	STK25
ENSG00000115718	PROC
ENSG00000115738	ID2
ENSG00000115750	TAF1B
ENSG00000115756	HPCAL1
ENSG00000115758	ODC1
ENSG00000115760	BIRC6
ENSG00000115761	NOL10
ENSG00000115762	PLEKHB2
ENSG00000115806	GORASP2
ENSG00000115808	STRN
ENSG00000115816	CEBPZ
ENSG00000115825	PRKD3
ENSG00000115827	DCAF17
ENSG00000115828	QPCT
ENSG00000115839	RAB3GAP1
ENSG00000115840	SLC25A12
ENSG00000115841	RMDN2
ENSG00000115844	DLX2
ENSG00000115866	DARS1
ENSG00000115875	SRSF7
ENSG00000115884	SDC1
ENSG00000115902	SLC1A4
ENSG00000115904	SOS1
ENSG00000115919	KYNU
ENSG00000115935	WIPF1
ENSG00000115942	ORC2
ENSG00000115944	COX7A2L
ENSG00000115946	PNO1
ENSG00000115947	ORC4
ENSG00000115963	RND3
ENSG00000115966	ATF2
ENSG00000115970	THADA
ENSG00000115977	AAK1
ENSG00000115993	TRAK2
ENSG00000115998	C2orf42
ENSG00000116001	TIA1
ENSG00000116005	PCYOX1
ENSG00000116016	EPAS1
ENSG00000116017	ARID3A
ENSG00000116030	SUMO1
ENSG00000116032	GRIN3B
ENSG00000116035	VAX2
ENSG00000116044	NFE2L2
ENSG00000116062	MSH6
ENSG00000116095	PLEKHA3
ENSG00000116096	SPR
ENSG00000116106	EPHA4
ENSG00000116117	PARD3B
ENSG00000116120	FARSB
ENSG00000116127	ALMS1
ENSG00000116128	BCL9
ENSG00000116133	DHCR24
ENSG00000116138	DNAJC16
ENSG00000116141	MARK1
ENSG00000116151	MORN1
ENSG00000116161	CACYBP
ENSG00000116171	SCP2
ENSG00000116183	PAPPA2
ENSG00000116191	RALGPS2
ENSG00000116198	CEP104
ENSG00000116199	FAM20B
ENSG00000116205	TCEANC2
ENSG00000116209	TMEM59
ENSG00000116212	LRRC42
ENSG00000116213	WRAP73
ENSG00000116221	MRPL37
ENSG00000116237	ICMT
ENSG00000116251	RPL22
ENSG00000116254	CHD5
ENSG00000116260	QSOX1
ENSG00000116266	STXBP3
ENSG00000116273	PHF13
ENSG00000116285	ERRFI1
ENSG00000116288	PARK7
ENSG00000116299	KIAA1324
ENSG00000116337	AMPD2
ENSG00000116350	SRSF4
ENSG00000116353	MECR
ENSG00000116396	KCNC4
ENSG00000116406	EDEM3
ENSG00000116455	WDR77
ENSG00000116459	ATP5PB
ENSG00000116473	RAP1A
ENSG00000116478	HDAC1
ENSG00000116489	CAPZA1
ENSG00000116497	S100PBP
ENSG00000116514	RNF19B
ENSG00000116521	SCAMP3
ENSG00000116525	TRIM62
ENSG00000116539	ASH1L
ENSG00000116544	DLGAP3
ENSG00000116560	SFPQ
ENSG00000116574	RHOU
ENSG00000116580	GON4L
ENSG00000116584	ARHGEF2
ENSG00000116586	LAMTOR2
ENSG00000116604	MEF2D
ENSG00000116641	DOCK7
ENSG00000116649	SRM
ENSG00000116661	FBXO2
ENSG00000116663	FBXO6
ENSG00000116667	C1orf21
ENSG00000116668	SWT1
ENSG00000116670	MAD2L2
ENSG00000116675	DNAJC6
ENSG00000116678	LEPR
ENSG00000116679	IVNS1ABP
ENSG00000116685	KIAA2013
ENSG00000116688	MFN2
ENSG00000116690	PRG4
ENSG00000116691	MIIP
ENSG00000116698	SMG7
ENSG00000116701	NCF2
ENSG00000116704	SLC35D1
ENSG00000116711	PLA2G4A
ENSG00000116717	GADD45A
ENSG00000116729	WLS
ENSG00000116731	PRDM2
ENSG00000116741	RGS2
ENSG00000116747	RO60
ENSG00000116750	UCHL5
ENSG00000116752	BCAS2
ENSG00000116754	SRSF11
ENSG00000116761	CTH
ENSG00000116771	AGMAT
ENSG00000116774	OLFML3
ENSG00000116785	CFHR3
ENSG00000116786	PLEKHM2
ENSG00000116791	CRYZ
ENSG00000116793	PHTF1
ENSG00000116809	ZBTB17
ENSG00000116815	CD58
ENSG00000116819	TFAP2E
ENSG00000116830	TTF2
ENSG00000116833	NR5A2
ENSG00000116852	KIF21B
ENSG00000116857	TMEM9
ENSG00000116863	ADPRS
ENSG00000116871	MAP7D1
ENSG00000116874	WARS2
ENSG00000116885	OSCP1
ENSG00000116898	MRPS15
ENSG00000116903	EXOC8
ENSG00000116906	GNPAT
ENSG00000116918	TSNAX
ENSG00000116922	C1orf109
ENSG00000116954	RRAGC
ENSG00000116962	NID1
ENSG00000116977	LGALS8
ENSG00000116983	HPCAL4
ENSG00000116984	MTR
ENSG00000116985	BMP8B
ENSG00000116990	MYCL
ENSG00000116991	SIPA1L2
ENSG00000117000	RLF
ENSG00000117009	KMO
ENSG00000117010	ZNF684
ENSG00000117013	KCNQ4
ENSG00000117016	RIMS3
ENSG00000117020	AKT3
ENSG00000117036	ETV3
ENSG00000117054	ACADM
ENSG00000117114	ADGRL2
ENSG00000117115	PADI2
ENSG00000117118	SDHB
ENSG00000117133	RPF1
ENSG00000117139	KDM5B
ENSG00000117143	UAP1
ENSG00000117148	ACTL8
ENSG00000117151	CTBS
ENSG00000117153	KLHL12
ENSG00000117155	SSX2IP
ENSG00000117174	ZNHIT6
ENSG00000117222	RBBP5
ENSG00000117226	GBP3
ENSG00000117228	GBP1
ENSG00000117242	PINK1-AS
ENSG00000117245	KIF17
ENSG00000117262	GPR89A
ENSG00000117266	CDK18
ENSG00000117280	RAB29
ENSG00000117298	ECE1
ENSG00000117305	HMGCL
ENSG00000117308	GALE
ENSG00000117318	ID3
ENSG00000117335	CD46
ENSG00000117360	PRPF3
ENSG00000117362	APH1A
ENSG00000117385	P3H1
ENSG00000117394	SLC2A1
ENSG00000117395	EBNA1BP2
ENSG00000117399	CDC20
ENSG00000117408	IPO13
ENSG00000117410	ATP6V0B
ENSG00000117411	B4GALT2
ENSG00000117419	ERI3
ENSG00000117425	PTCH2
ENSG00000117448	AKR1A1
ENSG00000117450	PRDX1
ENSG00000117461	PIK3R3
ENSG00000117472	TSPAN1
ENSG00000117475	BLZF1
ENSG00000117477	CCDC181
ENSG00000117479	SLC19A2
ENSG00000117480	FAAH
ENSG00000117481	NSUN4
ENSG00000117500	TMED5
ENSG00000117505	DR1
ENSG00000117519	CNN3
ENSG00000117523	PRRC2C
ENSG00000117525	F3
ENSG00000117528	ABCD3
ENSG00000117533	VAMP4
ENSG00000117543	DPH5
ENSG00000117569	PTBP2
ENSG00000117592	PRDX6
ENSG00000117593	DARS2
ENSG00000117597	UTP25
ENSG00000117602	RCAN3
ENSG00000117614	SYF2
ENSG00000117616	RSRP1
ENSG00000117620	SLC35A3
ENSG00000117625	RCOR3
ENSG00000117632	STMN1
ENSG00000117640	MTFR1L
ENSG00000117643	MAN1C1
ENSG00000117650	NEK2
ENSG00000117676	RPS6KA1
ENSG00000117682	DHDDS
ENSG00000117691	NENF
ENSG00000117697	NSL1
ENSG00000117707	PROX1
ENSG00000117713	ARID1A
ENSG00000117724	CENPF
ENSG00000117748	RPA2
ENSG00000117751	PPP1R8
ENSG00000117758	STX12
ENSG00000117791	MTARC2
ENSG00000117859	OSBPL9
ENSG00000117862	TXNDC12
ENSG00000117868	ESYT2
ENSG00000117877	CD3EAP
ENSG00000117899	MESD
ENSG00000117906	RCN2
ENSG00000117971	CHRNB4
ENSG00000117983	MUC5B
ENSG00000117984	CTSD
ENSG00000118004	COLEC11
ENSG00000118007	STAG1
ENSG00000118046	STK11
ENSG00000118058	KMT2A
ENSG00000118096	IFT46
ENSG00000118160	SLC8A2
ENSG00000118162	KPTN
ENSG00000118181	RPS25
ENSG00000118193	KIF14
ENSG00000118197	DDX59
ENSG00000118200	CAMSAP2
ENSG00000118217	ATF6
ENSG00000118242	MREG
ENSG00000118246	FASTKD2
ENSG00000118257	NRP2
ENSG00000118260	CREB1
ENSG00000118263	KLF7
ENSG00000118276	B4GALT6
ENSG00000118307	CASC1
ENSG00000118363	SPCS2
ENSG00000118369	USP35
ENSG00000118402	ELOVL4
ENSG00000118407	FILIP1
ENSG00000118412	CASP8AP2
ENSG00000118418	HMGN3
ENSG00000118420	UBE3D
ENSG00000118432	CNR1
ENSG00000118454	ANKRD13C
ENSG00000118482	PHF3
ENSG00000118495	PLAGL1
ENSG00000118496	FBXO30
ENSG00000118503	TNFAIP3
ENSG00000118507	AKAP7
ENSG00000118508	RAB32
ENSG00000118513	MYB
ENSG00000118515	SGK1
ENSG00000118518	RNF146
ENSG00000118523	CCN2
ENSG00000118526	TCF21
ENSG00000118564	FBXL5
ENSG00000118579	MED28
ENSG00000118596	SLC16A7
ENSG00000118600	RXYLT1
ENSG00000118620	ZNF430
ENSG00000118640	VAMP8
ENSG00000118655	DCLRE1B
ENSG00000118680	MYL12B
ENSG00000118689	FOXO3
ENSG00000118690	ARMC2
ENSG00000118705	RPN2
ENSG00000118707	TGIF2
ENSG00000118762	PKD2
ENSG00000118777	ABCG2
ENSG00000118785	SPP1
ENSG00000118804	STBD1
ENSG00000118816	CCNI
ENSG00000118849	RARRES1
ENSG00000118855	MFSD1
ENSG00000118873	RAB3GAP2
ENSG00000118894	EEF2KMT
ENSG00000118898	PPL
ENSG00000118900	UBN1
ENSG00000118922	KLF12
ENSG00000118939	UCHL3
ENSG00000118960	HS1BP3
ENSG00000118961	LDAH
ENSG00000118965	WDR35
ENSG00000118985	ELL2
ENSG00000118997	DNAH7
ENSG00000119004	CYP20A1
ENSG00000119013	NDUFB3
ENSG00000119041	GTF3C3
ENSG00000119042	SATB2
ENSG00000119048	UBE2B
ENSG00000119121	TRPM6
ENSG00000119125	GDA
ENSG00000119138	KLF9
ENSG00000119185	ITGB1BP1
ENSG00000119203	CPSF3
ENSG00000119227	PIGZ
ENSG00000119231	SENP5
ENSG00000119242	CCDC92
ENSG00000119280	C1orf198
ENSG00000119283	TRIM67
ENSG00000119285	HEATR1
ENSG00000119314	PTBP3
ENSG00000119318	RAD23B
ENSG00000119321	FKBP15
ENSG00000119326	CTNNAL1
ENSG00000119328	ABITRAM
ENSG00000119333	WDR34
ENSG00000119335	SET
ENSG00000119383	PTPA
ENSG00000119392	GLE1
ENSG00000119396	RAB14
ENSG00000119397	CNTRL
ENSG00000119401	TRIM32
ENSG00000119402	FBXW2
ENSG00000119403	PHF19
ENSG00000119408	NEK6
ENSG00000119411	BSPRY
ENSG00000119414	PPP6C
ENSG00000119421	NDUFA8
ENSG00000119431	HDHD3
ENSG00000119446	RBM18
ENSG00000119471	HSDL2
ENSG00000119487	MAPKAP1
ENSG00000119508	NR4A3
ENSG00000119509	INVS
ENSG00000119514	GALNT12
ENSG00000119522	DENND1A
ENSG00000119523	ALG2
ENSG00000119537	KDSR
ENSG00000119541	VPS4B
ENSG00000119547	ONECUT2
ENSG00000119559	C19orf25
ENSG00000119574	ZBTB45
ENSG00000119596	YLPM1
ENSG00000119599	DCAF4
ENSG00000119616	FCF1
ENSG00000119630	PGF
ENSG00000119632	IFI27L2
ENSG00000119636	BBOF1
ENSG00000119638	NEK9
ENSG00000119640	ACYP1
ENSG00000119650	IFT43
ENSG00000119655	NPC2
ENSG00000119661	DNAL1
ENSG00000119669	IRF2BPL
ENSG00000119673	ACOT2
ENSG00000119681	LTBP2
ENSG00000119682	AREL1
ENSG00000119684	MLH3
ENSG00000119685	TTLL5
ENSG00000119686	FLVCR2
ENSG00000119688	ABCD4
ENSG00000119689	DLST
ENSG00000119698	PPP4R4
ENSG00000119699	TGFB3
ENSG00000119703	ZC2HC1C
ENSG00000119705	SLIRP
ENSG00000119707	RBM25
ENSG00000119711	ALDH6A1
ENSG00000119714	GPR68
ENSG00000119718	EIF2B2
ENSG00000119720	NRDE2
ENSG00000119723	COQ6
ENSG00000119725	ZNF410
ENSG00000119729	RHOQ
ENSG00000119737	GPR75
ENSG00000119760	SUPT7L
ENSG00000119771	KLHL29
ENSG00000119772	DNMT3A
ENSG00000119777	TMEM214
ENSG00000119778	ATAD2B
ENSG00000119782	FKBP1B
